METDB-00194-1-DN28200-c0-g1-i1.p1	Gene3D	G3DSA:3.30.1370.10
METDB-00194-1-DN28174-c0-g1-i1.p1	Gene3D	G3DSA:3.40.50.1820
METDB-00194-1-DN28142-c0-g1-i1.p1	Gene3D	G3DSA:1.25.10.10
METDB-00194-1-DN28417-c0-g1-i1.p3	Gene3D	G3DSA:2.30.33.40
METDB-00194-1-DN28344-c0-g2-i1.p1	Gene3D	G3DSA:1.10.10.10
METDB-00194-1-DN28267-c0-g2-i1.p1	Gene3D	G3DSA:2.40.70.10
METDB-00194-1-DN2826-c0-g3-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28385-c0-g1-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28207-c0-g2-i1.p1	Gene3D	G3DSA:3.60.20.10
METDB-00194-1-DN28369-c0-g1-i1.p1	Gene3D	G3DSA:2.60.40.10
METDB-00194-1-DN28369-c0-g1-i1.p1	Gene3D	G3DSA:2.60.40.10
METDB-00194-1-DN28369-c0-g1-i1.p1	Gene3D	G3DSA:3.30.720.50
METDB-00194-1-DN2823-c0-g1-i1.p1	Gene3D	G3DSA:3.30.40.10
METDB-00194-1-DN28242-c0-g2-i1.p1	Gene3D	G3DSA:3.90.190.10
METDB-00194-1-DN28242-c0-g2-i1.p1	Gene3D	G3DSA:3.90.190.10
METDB-00194-1-DN28428-c0-g1-i1.p1	Gene3D	G3DSA:2.30.29.30
METDB-00194-1-DN28428-c0-g1-i1.p1	Gene3D	G3DSA:2.40.128.20
METDB-00194-1-DN28236-c0-g2-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28421-c0-g2-i1.p1	Gene3D	G3DSA:3.60.40.10
METDB-00194-1-DN28255-c1-g1-i1.p1	Gene3D	G3DSA:1.25.10.10
METDB-00194-1-DN2826-c0-g1-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28300-c0-g1-i1.p1	Gene3D	G3DSA:3.40.50.920
METDB-00194-1-DN28300-c0-g2-i1.p1	Gene3D	G3DSA:3.40.50.920
METDB-00194-1-DN28180-c0-g2-i1.p1	Gene3D	G3DSA:3.40.850.10
METDB-00194-1-DN28334-c0-g1-i1.p1	Gene3D	G3DSA:2.40.100.10
METDB-00194-1-DN2816-c0-g1-i1.p1	Gene3D	G3DSA:3.90.550.10
METDB-00194-1-DN28163-c0-g1-i1.p1	Gene3D	G3DSA:3.30.40.10
METDB-00194-1-DN28317-c0-g1-i1.p1	Gene3D	G3DSA:2.60.120.10
METDB-00194-1-DN28317-c0-g1-i1.p1	Gene3D	G3DSA:2.60.120.10
METDB-00194-1-DN28236-c0-g1-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28404-c0-g1-i1.p1	Gene3D	G3DSA:3.40.50.410
METDB-00194-1-DN28404-c0-g1-i1.p1	Gene3D	G3DSA:3.40.20.10
METDB-00194-1-DN28229-c1-g1-i1.p1	Gene3D	G3DSA:1.20.120.350
METDB-00194-1-DN28172-c1-g1-i1.p1	Gene3D	G3DSA:3.30.1370.10
METDB-00194-1-DN28233-c0-g2-i1.p1	Gene3D	G3DSA:3.40.50.1000
METDB-00194-1-DN28181-c0-g1-i2.p2	Gene3D	G3DSA:1.25.40.10
METDB-00194-1-DN28385-c0-g3-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28425-c0-g1-i1.p1	Gene3D	G3DSA:3.40.850.10
METDB-00194-1-DN28243-c0-g4-i1.p1	Gene3D	G3DSA:3.40.50.1820
METDB-00194-1-DN28227-c0-g1-i1.p1	Gene3D	G3DSA:2.60.120.10
METDB-00194-1-DN28276-c0-g1-i1.p1	Gene3D	G3DSA:3.40.250.10
METDB-00194-1-DN2826-c0-g2-i1.p1	Gene3D	G3DSA:1.25.40.20
METDB-00194-1-DN28368-c0-g1-i1.p1	Gene3D	G3DSA:2.60.120.10
METDB-00194-1-DN28368-c0-g1-i1.p1	Gene3D	G3DSA:2.60.120.10
METDB-00194-1-DN28368-c0-g1-i1.p1	Gene3D	G3DSA:2.60.120.10
METDB-00194-1-DN2834-c0-g2-i1.p1	Gene3D	G3DSA:3.40.50.620
METDB-00194-1-DN2834-c0-g1-i1.p1	Gene3D	G3DSA:3.40.50.620
METDB-00194-1-DN28242-c0-g1-i1.p1	Gene3D	G3DSA:3.90.190.10
METDB-00194-1-DN28242-c0-g1-i1.p1	Gene3D	G3DSA:3.90.190.10
